simpro_customer_id,company_name,email,mailing_address,mailing_city,mailing_state,mailing_zip,labor_tax_code,part_tax_code,is_contract_customer,has_active_contracts,active_contract_count,total_contract_value,service_tier,latest_contract_email
284,HAMPTON SCHOOL DISTRICT (ESCNJ),,32-41 SOUTH STREET,HAMPTON,NJ,8827,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,4100.0,CORE,jschlessinger@hamptonpublicschool.org
966,HAMPTON TOWNSHIP BOARD OF EDUCATION,,1 SCHOOL RD,NEWTON,NJ,7860,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
285,"HANNA'S MECHANICAL CONTRACTORS, INC.",,44 NORTH MAIN STREET,MILLTOWN,NJ,8850,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
286,HARBOUR MECHANICAL CORP.,,1332 CLINTON STREET,HOBOKEN,NJ,7030,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
943,HARDYSTON BOARD OF EDUCATION,,183 WHEATSWORTH ROAD,HAMBURG,NJ,7416,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,10296.0,CORE,
1004,HARRISON TOWNSHIP BOE,,120 N. MAIN STREET,MULLICA HILL,NJ,8062,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,6536.0,CORE,
289,HASBROUCK HEIGHTS B.O.E. (ESCNJ),,379 BOULEVARD,HASBROUCK HEIGHTS,NJ,7604,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,16197.12,CORE,mihalitsianosger@hhschools.org
291,HAUSER BROS. INC.,,17 OLD SCHOOLHOUSE LANE,ORANGEBURG,NY,10962,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
295,"HEALTH ALLIANCE, INC.",,105 MARY'S AVE.,KINGSTON,NY,12401,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
761,HEALTHYLINE,,515 7TH AVE,NEW YORK,NY,10018,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,23724.0,CORE,
297,HENICK-LANE SERVICE CORP,,45-39 DAVIS STREET,LONG ISLAND CITY,NY,11101,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,20000.0,CORE,
298,HEWLETT-WOODMERE PUBLIC LIBRARY,,1125 BROADWAY,HEWLETT,NY,11557,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,4581.0,CORE,adachtera@hwpl.org
299,"HHS GOVERNMENT SERVICES, LLC",,12495 SILVER CREEK RD,DRIPPING SPRINGS,TX,78620,,,False,False,0,0.0,CORE,
803,HIGHLAND PARK BOARD OF EDUCATION (ESCNJ),,435 MANSFIELD STREET,HIGHLAND PARK,NJ,8904,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
1065,HIGH POINT REGIONAL HIGH SCHOOL (ESCNJ),,299 PIDGEON HILL RD,SUSSEX,NJ,7461,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,7311.0,CORE,
730,HILLSBOROUGH TOWNSHIP PUBLIC SCHOOLS,,379 SOUTH BRANCH ROAD,HILLSBOROUGH,NJ,8844,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,36022.0,CORE,
813,HILLSBOROUGH TWP B.O.E. (ESCNJ),,379 South Branch Road,Hillsborough,NJ,8844,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,36022.0,CORE,
304,HILTON REALTY CO. LLC,,902 CARNEGIE CENTER BLVD.,PRINCETON,NJ,8504,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
300,"HI TECH AIR CONDITIONING SERVICES, INC",,60 OTIS ST,WEST BABYLON,NY,11704,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
306,HOLY NAME MEDICAL CENTER,,718 TEANECK ROAD,TEANECK,NJ,7666,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
307,HONEYWELL INC.,,ACS ACCOUNTS PAYABLE,EL PASO,TX,79998-1234,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,89264.0,CORE,cara.marino@honeywell.com
308,HONG KONG TRADE DEVELOPMENT,,219 EAST 46TH STREET,NEW YORK,NY,10017,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
309,"HORIZON MECHANICAL CO., INC",,891 BLOOMFIELD AVE.,CLIFTON,NJ,7012,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
275,H & S CONSTRUCTION & MECHANICAL INC.,,721 BAYWAY AVENUE,ELIZABETH,NJ,7202,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
312,HUDSON COUNTY SCHOOLS OF TECH (ESCNJ),,HUDSON COUNTY SCHOOLS OF TECHNOLOGY,SECAUCUS,NJ,7094,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,3,43049.0,CORE,wzitt@hcstonline.org
314,HUDSON INC.,,7 JONES PLACE,JERSEY CITY,NJ,7306,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
315,HUGHES ENVIRONMENTAL,,14 LEIGHTON PLACE,MAHWAH,NJ,7430,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,3005.0,CORE,
987,HVAK MECHANICAL CORPORATION,,34-02A REVIEW AVE. P.O. BOX 1518,LONG ISLAND CITY,NY,11101,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
317,HYE TECH MECHANICAL LLC,,556 N RT 17 SUITE 5 #334,PARAMUS,NJ,7652,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
318,ICC (INDUSTRIAL COOLING CORP),,70 LIBERTY STREET,METUCHEN,NJ,8840,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
872,"ICON CONTRACTORS, LLC",info@iconcontractors.net,362 ROSELAND AVENUE,ESSEX FELLS,NJ,7021,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
320,IDK COOLING CORPORATION,,"30-30 47TH AVENUE, SUITE 660",LONG ISLAND CITY,NY,11101,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
321,IEEE (NON-TAXABLE),,445 HOES LANE,PISCATAWAY,NJ,08855-1331,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,60593.94,CORE,
921,IH HARP NEWARK LLC,,100 INTERNATIONAL BLVD,ELIZABETH,NJ,7201,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
322,IN-LINE AIR CONDITIONING CO.,,85 EAST 21ST STREET,BAYONNE,NJ,7002,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
324,INSHALLAH MECHANICAL CORPORATION,,193 WEST HILLS ROAD,HUNTINGTON,NY,11746,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
325,INSIGHT PARTNERS,,1114 AVENUE OF THE AMERICAS,NEW YORK,NY,10036,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),True,True,1,30852.0,CORE,ljfelix@insightpartners.com
326,INTEGRAL CONTRACTING GROUP LLC,,395 ADAMS ST.,BEFORD HILLS,NY,10507,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
329,"INTERNATIONAL FLAVOURS & FRAGRANCES, INC.",,PO BOX 8,HAZLET,NJ,07730-0008,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
968,IQ ELECTRICAL CONTRACTING CORP,,"417 5TH AVE, 8TH FLOOR",NEW YORK,NY,10016,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
330,IRON MOUNTAIN MECHANICAL,,132 MT PLEASANT RD,COLUMBIA,NJ,7832,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
796,IRVINGTON BOARD OF EDUCATION (ESCNJ),,"1 UNIVERSITY PLACE, 4TH FLOOR",IRVINGTON,NJ,7111,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
331,ISLAMIC CENTER OF LONG ISLAND,,835 BRUSH HOLLOW ROAD,WESTBURY,NY,11590,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
333,ISLAND PARK UFSD (ED-DATA),,99 RADCLIFFE ROAD,ISLAND PARK,NY,11558,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
334,ISUS A JOINT VENTURE,,76 SOUTH ORANGE AVENUE,SOUTH ORANGE,NJ,7079,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
733,JACKIE ROBINSON FOUNDATION,,75 VARICK STREET,NEW YORK,NY,10013,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,6061.86,CORE,
340,JACK RESNICK & SONS,,110 EAST 59TH STREET,NEW YORK,NY,10022,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
925,Jaco Mechanical Inc.,jacomechanical@gmail.com,2980 Bruckner Boulevard,Bronx,NY,10465,,,False,False,0,0.0,CORE,
956,JAIN CENTER OF NEW JERSEY,,111 Cedar Grove Lane,Somerset,NJ,8873,,,False,False,0,0.0,CORE,
871,"JAM SERVICE CO., INC.",,125-06 18th Avenue,New York,NY,11356,,,False,False,0,0.0,CORE,
866,JDDC ELEMENTAL LLC,,431 W 31st Street,New York,NY,10001,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
1018,"JDP MECHANICAL, INC.",,24-39 44TH STREET,ASTORIA,NY,11103,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
346,JEFFERSON TOWNSHIP B.O.E. (ESCNJ),,31 STATE ROUTE 181,LAKE HOPATCONG,NJ,7849,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
347,JERSEY MECHANICAL,,5006 INDUSTRIAL ROAD,FARMINGDALE,NJ,7727,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
894,J&J WORLDWIDE SERVICES,,"730 COOL SPRINGS BOULEVARD, SUITE 650",FRANKLIN,TN,37067,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
1046,JLL/41 FLATBUSH,,41 FLATBUSH AVENUE,BROOKLYN,NY,11217,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
348,JLL/545 LONG WHARF,,545 LONG WHARF,NEW HAVEN,CT,6510,NCT NON-TAXABLE CT (0%),NCT NON-TAXABLE CT (0%),False,False,0,0.0,CORE,
349,JLL/BMW,,C/O MAILSTOP# 48638-34520746,PORTLAND,OR,97208-4817,,,True,True,1,12800.0,CORE,carmen.custer@am.jll.com
350,JLL/CAPITAL ONE,,15000 CAPITAL ONE DRIVE,RICHMOND,VA,23238,,,True,True,2,352425.0,GUARDIAN,isaih.matos@capitalone.com
335,J&M HEATING AND AC INC,,395 ADAMS STREET,BEDFORD HILLS,NY,10507,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
1058,"Johnson Controls, Inc.",,,,,,,,False,False,0,0.0,CORE,
989,JOINT BASE MCGUIRE-DIX-LAKEHURST,,3104 TUSKEGEE AIRMEN AVE,MCGUIRE AFB,NJ,08641-5119,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
353,JONES LANG LASALLE,,400 ATRIUM DRIVE,SOMERSET,NJ,8873,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
354,JOSEPH M. SANZARI INC.,,100 WEST FRANKLIN STREET,HACKENSACK,NJ,7601,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
355,"JRM CONSTRUCTION MANAGEMENT, LLC",,242 WEST 36TH ST.,NEW YORK,NY,10018,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
356,JT&T AIR CONDITIONING CORP,,64-54 MAURICE AVENUE,MASPETH,NY,11378,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
901,J.W. POOLE INC.,,PO BOX 1237,Hightstown,NJ,8520,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
359,KABACK ENTERPRISES,,318 WEST 39TH STREET,NEW YORK,NY,10018,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
360,KAPPA CONSTRUCTION,,22 MERIDIAN RD,EATONTOWN,NJ,7727,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
361,KASER MECHANICAL,,1150 EAST BROAD STREET,BURLINGTON,NJ,8016,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
358,"K&D CONTRACTORS, LLC",,351 MONROE AVENUE,KENILWORTH,NJ,7033,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
787,"KEN & DANA DESIGN, INC.",,243 WEST 30TH STREET,NEW YORK,NY,10001,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
809,KERI ENGINEERING PC,,"911 Springfield Road
Suite 2",Union,NJ,7083,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
364,KEYPORT PUBLIC SCHOOLS (ESCNJ),,370 BROAD STREET,KEYPORT,NJ,7735,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
1053,Kimpton Hotel Palomar Philadelphia,,,,,,,,False,False,0,0.0,CORE,
368,"KING STREET CAPITAL MANAGEMENT, L.P.",,"299 PARK AVE., FLOOR 40",NEW YORK,NY,10171,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
941,KNOWLTON TOWNSHIP BOARD OF EDUCATION,,80 ROUTE 46,DELAWARE,NJ,7833,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
942,LAFAYETTE TOWNSHIP BOARD OF EDUCATION,,178 BEAVER RUN ROAD,LAFAYETTE,NJ,7848,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,7600.0,CORE,
375,LAKELAND BOARD OF EDUCATION,,205 CONKLINTOWN ROAD,WANAQUE,NJ,07465-2198,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
927,LAKELAND BOARD OF EDUCATION (ESCNJ),,205 CONKLINTOWN ROAD,WANAQUE,NJ,07465-2198,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,10462.5,CORE,
376,"LANDMARK CONDO C/O ARGO REAL ESTATE, LLC",,215 Degraw Street,BROOKLYN,NY,11231,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
377,LANE ASSOCIATES,,3916 LONG BEACH ROAD,ISLAND PARK,NY,11558,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
765,"LB&B ASSOCIATES, INC",,P.O. BOX 2384,HOLTSVILLE,NY,11742-0906,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,1,32730.0,CORE,
877,LEBANON BOARD OF EDUCATION (ESCNJ),,70 BUNNVALE ROAD,CALIFON,NJ,7830,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,8491.0,CORE,
380,LENAPE REGIONAL HIGH SCHOOL DISTRICT,,93 WILLOW GROVE ROAD,SHAMONG,NJ,8088,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
382,LENAPE REGIONAL HS DISTRICT (ESCNJ),,93 WILLOW GROVE ROAD,SHAMONG,NJ,8088,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,3,34800.0,CORE,lglunt@lrhsd.org
369,"L G B MECHANICAL, INC.",,555 NORTH ROUTE 73,WEST BERLIN,NJ,8091,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
383,LIBERTY MECHANICAL CONTRACTORS,,330-336 RAYMOND BLVD.,NEWARK,NJ,7105,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
1034,LIFE TIME,,18 6TH AVE,BROOKLYN,NY,11217,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
385,LINCOLN CENTER FOR THE PERFORMING ARTS,,70 LINCOLN CENTER PLAZA,NEW YORK,NY,10023,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),True,True,2,384382.75,GUARDIAN,
386,LINCOLN MORRISTOWN C/O LINQUE MGT,,C/O LINQUE MANAGEMENT,MORRISTOWN,NJ,7960,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
389,LITTLE FALLS SCHOOL DISTRICT (ESCNJ),,32 STEVENS AVE.,LITTLE FALLS,NJ,7424,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
370,L&M HEATING AND COOLING LLC.,,33 OXFORD ROAD,MANALAPAN,NJ,7726,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
390,LODI B.O.E. (ESCNJ),,8 HUNTER STREET,LODI,NJ,7644,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,False,0,0.0,CORE,
828,"LTF CONSTRUCTION COMPANY, LLC",,2900 CORPORATE PLACE,CHANHASSEN,MN,55317,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
394,LYNDHURST BOARD OF EDUCATION,,420 FERN AVE.,LYNDHURST,NJ,7071,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
395,"LYNMARK CONSTRUCTION MANAGEMENT CO., INC.",,"4 EXECUTIVE BLVD, SUITE 200",SUFFERN,NY,10901,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
399,MACK-CALI REALTY CORPORATION,,C/O MACK-CALI REALTY A/P DEPT,EDISON,NJ,08818-7810,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
783,MADISON BOARD OF EDUCATION (ESCNJ),,359 WOODLAND ROAD,MADISON,NJ,7940,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
400,MADISON MEDICAL PRACTICE PC,,35 WEST 36TH ST. 4W,NEW YORK,NY,10018,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
401,"MAGIC TOUCH CONSTRUCTION CO, INC.",,59 WEST FRONT STREET,KEYPORT,NJ,7735,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
402,MAHWAH TOWNSHIP B.O.E. (ESCNJ),,ADMINISTRATIVE OFFICES,MAHWAH,NJ,7430,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
896,MAJOR LEAGUE BASEBALL,,1271 AVENUE OF THE AMERICAS,NEW YORK,NY,10019,,,False,False,0,0.0,CORE,
404,MANA WINE STORAGE,,227 COLES STREET,JERSEY CITY,NJ,7310,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
405,"MANHATTAN MECHANICAL CONTRACTORS, INC.",,227 WEST 29TH STREET,NEW YORK,NY,10001,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
406,MANSFIELD TOWNSHIP B.O.E. (ESCNJ),,50 PORT MURRAY ROAD,PORT MURRAY,NJ,7865,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,8602.0,CORE,
750,MANVILLE BOARD OF EDUCATION (ESCNJ),,1100 BROOKS BOULEVARD,MANVILLE,NJ,8835,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
408,MARGARITAVILLE HOTEL & RETAIL,,560 SEVENTH AVE,NEW YORK,NY,10018,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,True,1,6920.0,CORE,jneuendorf@margaritavilleresortnyc.com
748,MARION P. THOMAS CHARTER SCHOOL,jarce@mptcs.org,125 SUSSEX AVENUE,NEWARK,NJ,7103,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
772,"MARK ANTHONY BREWING, INC",,145 SOUTH WELLS STREET,CHICAGO,IL,60603,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,True,1,25304.0,CORE,
410,MARLBORO TOWNSHIP B.O.E. (ESCNJ),,1980 TOWNSHIP DRIVE,MARLBORO,NJ,7746,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,37796.0,CORE,mulanich@marlboro.k12.nj.us
412,"MARTIN ASSOCIATES, INC.",,417 SOUTH MAIN STREET,FREEPORT,NY,11520,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
414,MASONIC CARE NEW ROCHELLE,,71 WEST 23RD STREET,NEW YORK,NY,10010,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),True,True,1,9992.0,CORE,ckaminski@masonichallnyc.org
416,MATAWAN-ABERDEEN REG SD (ESCNJ),,1 CREST WAY,ABERDEEN,NJ,7747,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
417,MAXWELL PLACE CONDO ASSOCIATION,,1100 MAXWELL LANE,HOBOKEN,NJ,7030,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
923,MCCANN WORLDGROUP,,622 THIRD AVE,NEW YORK,NY,10017,TNYC NYC SALES TAX (8.875%),TNYC NYC SALES TAX (8.875%),False,False,0,0.0,CORE,
419,MCCLOSKEY MECHANICAL,,445 LOWER LANDING RD,BLACKWOOD,NJ,8012,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
421,MEADOWS LANDMARK LLC,,201 STATE ROUTE 17 NORTH,RUTHERFORD,NJ,7070,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),True,False,0,0.0,CORE,
423,"MECHANICAL PRESERVATION ASSOCIATES, INC.",,399 ROYCE ROAD,HILLSBOROUGH,NJ,8844,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
768,"MEGA CONTRACTING GROUP, LLC",,"48-02 25TH AVENUE, SUITE 400",ASTORIA,NY,11103,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
426,MEMORIAL SLOAN KETTERING,,136 MOUNTAINVIEW BLVD.,BASKING RIDGE,NJ,7920,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),True,True,1,38994.0,CORE,goldingj@mskcc.org
969,MENDHAM TOWNSHIP BOE (ESCNJ),,"6 EAST MAIN ST, P.O. BOX 510",BROOKSIDE,NJ,7926,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,16706.0,CORE,
838,MENGLER MECHANICAL,,1689 ROUTE 22,BREWSTER,NY,10509,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
1022,MERCER COUNTY COMMUNITY COLLEGE,,,,,,,,False,False,0,0.0,CORE,
428,"MERIDIAN MECHANICAL, INC.",,405 RXR PLAZA,UNIONDALE,NY,11553,NNY NON-TAXABLE NY (0%),NNY NON-TAXABLE NY (0%),False,False,0,0.0,CORE,
429,"MERIDIAN PROPERTY SERVICES, INC.",,3024 SOUTH BROAD STREET,HAMILTON,NJ,8610,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
430,"META SURGICAL ASSOCIATES, LLC",,6 CHESTNUT RIDGE ROAD,MONTVALE,NJ,7645,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,True,1,9980.0,CORE,
431,"MIAMI INTERNATIONAL HOLDINGS, INC.",,"7 ROSZEL ROAD, SUITE A",PRINCETON,NJ,8540,TNJ NJ SALES TAX (6.625%),TNJ NJ SALES TAX (6.625%),False,False,0,0.0,CORE,
799,MIDDLESEX BOARD OF EDUCATION (ESCNJ),,300 JOHN F. KENNEDY DR,MIDDLESEX,NJ,8846,NNJ Non-Taxable Sales New Jersey (0%),NNJ Non-Taxable Sales New Jersey (0%),False,False,0,0.0,CORE,
