"Selected Criteria - Report Type: Contracts With Dates"
"Customer","Contract Name","Contract No.","Value","Status","Start Date","End Date","Email","Notes"
"TURNBULL & ASSER LTD","50 E. 57TH STREET  - MAINTENANCE","23-012323-50NY","$9,850.00","Expired","02/01/2023","01/31/2024","s.watkins@turnbullandasser.com",
"WESTCHESTER COMM. OPPORTUN PROGRAM, INC.","WESTCHESTER COMM. OPPORTUN PROGRAM, INC. - MAINTENANCE","23-032923-25NY","$9,820.00","Expired","04/01/2023","03/31/2024",,"quarterly"
"BOE N. HUNTERDON-VOORHEES REG.(ESCNJ)","BOE N. HUNTERDON-VOORHEES REG.(ESCNJ) - Voorhees MAINTENANCE","24-0726-2561NJ","$9,780.00","Expired","08/01/2024","06/30/2025",,
"NINE ON THE HUDSON CONDOMINIUM ASSOC.","NINE ON THE HUDSON - MAINTENANCE","23-071223-401NJ2","$9,727.00","Active","01/01/2025","12/31/2025",,"QUARTERLY
SMA INCLUDED
UNL REMOTE SUPPORT"
"META SURGICAL ASSOCIATES, LLC","META SURGICAL ASSOCIATES, LLC - MAINTENANCE","24-0625-6NJ","$9,690.00","Expired","08/01/2024","07/31/2025",,
"EQUITY RESIDENTIAL","EQUITY RESIDENTIAL - MAINTENANCE","23-101123-170NY","$9,690.00","Active","12/01/2024","12/31/2025","Pgospodarzec@eqr.com",
"CAFE SPICE LLC","CAFE SPICE LLC - MAINTENANCE","24-073124-295NY","$9,658.00","Active","02/01/2025","01/31/2026",,
"BLOOMFIELD BOARD OF EDUCATION","BLOOMFIELD HIGH SCHOOL","23-061422-155NJ","$9,645.00","Expired","07/01/2022","06/30/2023","jscazafave@bloomfield.k12.nj.us","Contract paid in full on 9.6.22"
"BLOOMFIELD BOARD OF EDUCATION","Bloomfield High School - Maintenance","23-052523-155NJ","$9,645.00","Expired","07/01/2023","06/30/2024",,
"BLOOMFIELD BOARD OF EDUCATION","Bloomfield High School - MAINTENANCE","24-0524-155NJ","$9,645.00","Active","07/01/2024","06/30/2025",,
"NINE ON THE HUDSON CONDOMINIUM ASSOC.","NINE ON THE HUDSON - MAINTENANCE","23-071223-401NJ2","$9,537.00","Expired","08/01/2023","07/31/2024",,"QUARTERLY
SMA INCLUDED
UNL REMOTE SUPPORT"
"RWJ BARNABAS HEALTH, INC.","BAYONNE EMERGENCY CARE - MAINTENANCE","Work Order #4","$9,430.00","Expired","01/01/2024","12/31/2024","diane.flakker@rwjbh.org",
"RWJ BARNABAS HEALTH, INC.","BAYONNE EMERGENCY CARE - MAINTENANCE","Work Order #4","$9,430.00","Active","01/01/2025","12/31/2025","diane.flakker@rwjbh.org",
"EASTAMPTON BOARD OF EDUCATION (ESCNJ)","EASTAMPTON BOARD OF EDUCATION (ESCNJ) - MAINTENANCE","25-0519-1NJ-1LE","$9,355.00","Active","07/01/2025","06/30/2026",,
"NINE ON THE HUDSON CONDOMINIUM ASSOC.","NINE AVE AT PORT IMPERIAL - Maintenance","22-071222-401NJ2","$9,350.00","Expired","08/01/2022","07/31/2023",,
"QC TERME NY LLC","QC TERME NY BUILDING","23-020323-111NY-3Y","$9,340.00","Expired","03/01/2022","02/28/2023",,
"RWJ BARNABAS HEALTH, INC.","JERSEY CITY MEDICAL CENTER - MAINTENANCE","Work Order #7","$9,336.00","Expired","01/01/2024","12/31/2024","diane.flakker@rwjbh.org",
"RWJ BARNABAS HEALTH, INC.","JERSEY CITY MEDICAL CENTER - MAINTENANCE","Work Order #7","$9,336.00","Active","01/01/2025","12/31/2025","diane.flakker@rwjbh.org",
"F & G MECHANICAL CORP.","20 WATERVIEW BOULEVARD - MAINTENANCE","24-0821-20NJ","$9,308.11","Active","06/01/2025","05/31/2026",,"Quarterly"
"ROCKAWAY BOROUGH SCHOOL DISTRICT (ESCNJ)","LINCOLN ES & JEFFERSON MS","22-041822-103NJ","$9,152.00","Expired","07/01/2022","06/30/2023","mklein@rockboro.org","Billed July on October invoice"
"GLEN RIDGE PUBLIC LIBRARY","Glen Ridge  Public Library Mechanical  Contract-Maintenance  (Gamma)","23-120122-240NJ","$9,138.00","Expired","01/01/2023","12/31/2023","jbagdon@glenridgelibrary.org","MECHANICAL CONTRACT"
"TOWNSHIP OF WAYNE (ESCNJ)","TOWNSHIP OF WAYNE (ESCNJ) - MAINTENANCE","25-0616-475NJ-3LE","$9,065.00","Active","07/01/2025","06/30/2026",,
"PUBLISHERS CLEARING HOUSE","300 JERICHO QUADRANGLE - MAINTENANCE","24-101723-300NY","$9,045.00","Active","01/01/2024","12/31/2024","rwaterho@pch.com",
"F & G MECHANICAL CORP.","20 WATERVIEW BOULEVARD - MAINTENANCE","23-1222-20NJ","$9,037.00","Expired","06/01/2024","05/31/2025",,"Quarterly"
"EQUITY RESIDENTIAL","170 AMSTERDAM AVENUE - MAINTENANCE","23-092922-170NY","$9,000.00","Expired","01/01/2023","12/31/2023","Pgospodarzec@eqr.com","2022 renewal billing is Feb, May, Aug & Nov (shifted a month from previous contract)"
"QSB NORTHERN LLC","29-22 NORTHERN BOULEVARD - ALTA - Maintenance","23-121522-2922NJ","$9,000.00","Expired","02/01/2023","01/31/2024","diana@altalic.com",
"QSB NORTHERN LLC","29-22 NORTHERN BOULEVARD - ALTA - Maintenance","24-1022-2922NJ-1LE","$9,000.00","Active","01/01/2025","12/31/2025","diana@altalic.com",
"NOOR-UL-IMAN SCHOOL (ISLAMIC SCHOOL)","NOOR-UL-IMAN SCHOOL (ISLAMIC SCHOOL) - MAINTENANCE","25-0203-4137NJ","$8,992.93","Active","03/01/2025","02/28/2026",,
"RWJ BARNABAS HEALTH, INC.","JCMC MAIN OFFICE BUILDING - MAINTENANCE","Work Order #6","$8,904.00","Active","01/01/2025","12/31/2025",,
"F & G MECHANICAL CORP.","20 WATERVIEW BOULEVARD - MAINTENANCE","22-072822-20NJ","$8,860.00","Expired","03/01/2023","02/28/2024",,"Quarterly"
"ADAMS & COMPANY","ADAMS & COMPANY 411 5TH - MAINTENANCE","25-0528-411NY-1LE","$8,800.00","Active","07/01/2025","06/30/2026",,
"ADAMS & COMPANY","ADAMS & COMPANY 48 W 37TH - MAINTENANCE","25-0528-48NY-1LE","$8,800.00","Active","07/01/2025","06/30/2026",,
"LENAPE VALLEY REGIONAL HS (ESCNJ)","LENAPE VALLEY REGIONAL HS (ESCNJ) - MAINTENANCE","25-0423-28NJ-1LE","$8,792.00","Active","07/01/2025","06/30/2026",,
"PUBLISHERS CLEARING HOUSE","300 JERICHO QUADRANGLE - MAINTENANCE","23-110722-300NY","$8,782.00","Expired","01/01/2023","12/31/2023","rwaterho@pch.com",
"ENTERIS BIOPHARMA, INC.","ENTERIS BIOPHARMA - MAINTENANCE","24-0524-83NJ","$8,774.00","Expired","07/01/2024","06/30/2025","pshields@enterisbiopharma.com","Quarterly"
"ENTERIS BIOPHARMA, INC.","ENTERIS BIOPHARMA - MAINTENANCE","25-0520-83NJ","$8,774.00","Active","07/01/2025","06/30/2026","pshields@enterisbiopharma.com","Quarterly"
"RED APPLE 86 FLEET PLACE DEVELOPEMENT LLC","86 FLEET PLACE - MAINTENANCE","23-073123-86NY","$8,731.03","Expired","10/01/2023","09/30/2024","gregg.kravchuk@ragny.com",
"RED APPLE 86 FLEET PLACE DEVELOPEMENT LLC","86 FLEET PLACE - MAINTENANCE","24-073123-86NY","$8,731.03","Active","10/01/2024","09/30/2025","gregg.kravchuk@ragny.com",
"NOOR-UL-IMAN SCHOOL (ISLAMIC SCHOOL)","NOOR-UL-IMAN SCHOOL (ISLAMIC SCHOOL) - MAINTENANCE","24-0115-4137NJ","$8,731.00","Expired","03/01/2024","02/28/2025",,
"LENAPE REGIONAL HS DISTRICT (ESCNJ)","LENAPE HIGH SCHOOL - Maintenance","22-040422-93NJ","$8,700.00","Expired","07/01/2022","06/30/2023","lglunt@lrhsd.org","Voided inv #60136 dated 8.1.22 - customer prepaid 12 months of maint ( PO 23-001264) adjusted July invoice to full amount of $8700 JE"
"LENAPE REGIONAL HS DISTRICT (ESCNJ)","SHAWNEE HIGH SCHOOL - Maintenance","22-040422-93NJ","$8,700.00","Expired","07/01/2022","06/30/2023","lglunt@lrhsd.org",
"LENAPE REGIONAL HS DISTRICT (ESCNJ)","LENAPE HIGH SCHOOL - MAINTENANCE","24-0422-93NJ","$8,700.00","Expired","07/01/2024","06/30/2025","lglunt@lrhsd.org",
"LENAPE REGIONAL HS DISTRICT (ESCNJ)","SHAWNEE HIGH SCHOOL - MAINTENANCE","24-0422-93NJ","$8,700.00","Expired","07/01/2024","06/30/2025",,
"LENAPE REGIONAL HS DISTRICT (ESCNJ)","LENAPE HIGH SCHOOL - MAINTENANCE","25-0328-93NJ","$8,700.00","Active","07/01/2025","06/30/2026","lglunt@lrhsd.org",
"LENAPE REGIONAL HS DISTRICT (ESCNJ)","SHAWNEE HIGH SCHOOL - MAINTENANCE","25-0328-93NJ","$8,700.00","Active","07/01/2025","06/30/2026",,
"DUTCHESS COUNTY (BOCES)","DUTCHESS COUNTY (BOCES) - MAINTENANCE","24-0509-5NY","$8,604.00","Expired","07/01/2024","06/30/2025",,
"DUTCHESS COUNTY (BOCES)","DUTCHESS COUNTY (BOCES) - MAINTENANCE","25-0514-5NY-1LE","$8,604.00","Active","07/01/2025","06/30/2026",,
"CLIFTON BOARD OF EDUCATION (ESCNJ)","CLIFTON EARLY LEARNING ACADEMY - MAINTENANCE","22-040722-CELBNJ","$8,602.50","Expired","07/01/2022","06/30/2023","edmaldonado@cliftonschools.net",
"CLIFTON BOARD OF EDUCATION (ESCNJ)","CLIFTON SCHOOL #17 - MAINTENANCE","22-040722-745NJ","$8,602.50","Expired","07/01/2022","06/30/2023","edmaldonado@cliftonschools.net",
"CLIFTON BOARD OF EDUCATION (ESCNJ)","CLIFTON EARLY LEARNING ACADEMY - MAINTENANCE","23-053023-CELANJ","$8,602.50","Expired","07/01/2023","06/30/2024","edmaldonado@cliftonschools.net",
"CLIFTON BOARD OF EDUCATION (ESCNJ)","CLIFTON SCHOOL #17 - MAINTENANCE","23-053023-CELANJ","$8,602.50","Expired","07/01/2023","06/30/2024","edmaldonado@cliftonschools.net",
"CLIFTON BOARD OF EDUCATION (ESCNJ)","CLIFTON SCHOOL #17 - MAINTENANCE","24-0524-745NJ","$8,602.50","Active","07/01/2024","06/30/2025","edmaldonado@cliftonschools.net",
"F & G MECHANICAL CORP.","20 WATERVIEW BOULEVARD","22-072822-20NJ","$8,602.00","Expired","03/01/2022","02/28/2023",,"Billed quartely"
"ENTERIS BIOPHARMA, INC.","83 FULTON STREET - Maintenance","22-041122-83NJ","$8,602.00","Expired","07/01/2022","06/30/2023","pshields@enterisbiopharma.com",
"MANSFIELD TOWNSHIP B.O.E. (ESCNJ)","MANSFIELD ELEMENTARY SCHOOL - Maintenance","23-041922-50NJ","$8,602.00","Expired","07/01/2022","06/30/2023",,
"7 AND 9 ROSZEL ROAD LLC","WEST WINDSOR COMMONS II - 9","22-042022-79NJ-B9","$8,602.00","Expired","07/01/2022","06/30/2023","gregory.ginis@cbre.com",
"RED APPLE 86 FLEET PLACE DEVELOPEMENT LLC","86 FLEET PLACE - Maintenance","22-082222-86NYKP","$8,602.00","Expired","10/01/2022","09/30/2023","gregg.kravchuk@ragny.com",
"NOOR-UL-IMAN SCHOOL (ISLAMIC SCHOOL)","NOOR-UL-IMAN SCHOOL (ISLAMIC SCHOOL) - MAINTENANCE","23-022723-4137NJ-C","$8,602.00","Expired","03/01/2023","02/29/2024",,
"ENTERIS BIOPHARMA, INC.","ENTERIS BIOPHARMA - MAINTENANCE","23-053023-83NJ","$8,602.00","Expired","07/01/2023","06/30/2024","pshields@enterisbiopharma.com","Quarterly"
"MANSFIELD TOWNSHIP B.O.E. (ESCNJ)","MANSFIELD ELEMENTARY SCHOOL - MAINTENANCE","23-053123-50NJ","$8,602.00","Expired","07/01/2023","06/30/2024",,
"MANSFIELD TOWNSHIP B.O.E. (ESCNJ)","MANSFIELD ELEMENTARY SCHOOL - MAINTENANCE","24-052324-50NJ","$8,602.00","Expired","07/01/2024","06/30/2025",,
"MANSFIELD TOWNSHIP B.O.E. (ESCNJ)","MANSFIELD ELEMENTARY SCHOOL - MAINTENANCE",,"$8,602.00","Active","07/01/2025","06/30/2026",,
"BTCT (STEINER RT 202)","BRIDGEWATER TOWN CENTRE - MAINTENANCE","23-1221-75NJ","$8,500.00","Expired","02/01/2024","01/31/2025","Sph@steinereq.net","10 Service Hours"
"BTCT (STEINER RT 202)","BRIDGEWATER TOWN CENTRE - MAINTENANCE","25-0117-75NJ-2LE","$8,500.00","Active","02/01/2025","01/31/2026","Sph@steinereq.net","10 Service Hours"
"LEBANON BOARD OF EDUCATION (ESCNJ)","LEBANON BOARD OF EDUCATION (ESCNJ) -  MAINTENANCE","25-0514-70NJ-1LE","$8,491.00","Active","07/01/2025","06/30/2026",,
"REACT TECHNICAL INC.","REACT TECHNICAL INC. - MAINTENANCE","23-053023-401NY","$8,413.00","Expired","07/01/2023","06/30/2024",,"QUARTERLY

(12) Hrs. Remote Support."
"REACT TECHNICAL INC.","MIDNIGHT THEATRE (ELEMENTAL)","22-053122-401NY","$8,248.00","Expired","07/01/2022","06/30/2023",,
"WELSPUN USA  INC.","WELSPUN USA INC. - MAINTENANCE","24-0212-10NY","$8,200.00","Active","05/01/2025","04/30/2027",,
"RWJ BARNABAS HEALTH, INC.","JCMC WOMEN'S HEALTH - MAINTENANCE","Work Order #8","$8,080.00","Active","01/01/2025","12/31/2025",,
"BELLEVILLE BOARD OF EDUCATION (ESCNJ)","BELLEVILLE BOARD OF EDUCATION (ESCNJ) - MAINTENANCE","25-031225-279NJ","$8,005.00","Active","07/01/2025","06/30/2026","renato.peralta@bellevilleschools.org",
"WEST NEW YORK BOE (ESCNJ)","WNY HARRY L BAIN SCHOOL (HLB / PS # 6) - MAINTENANCE","24-0524-HLBNJ","$8,000.64","Active","07/01/2024","06/30/2025","rsolares@wnyschools.net","Quarterly
SMA
Unlimited RS"
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #3 - MAINTENANCE","24-0524-PS3NJ","$8,000.64","Active","07/01/2024","06/30/2025","rsolares@wnyschools.net","Quarterly"
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #4 - MAINTENANCE","24-0524-PS4NJ","$8,000.64","Active","07/01/2024","06/30/2025","rsolares@wnyschools.net","Quarterly
SMA
Unlimited RS"
"TOWNSHIP OF HOLMDEL (ESCNJ)","MUNICIPAL BUILDING - MAINTENANCE","23-110722-4NJ","$7,991.00","Expired","01/01/2023","12/31/2023","bkovelesky@holmdeltownship.com","Billed June instead of January"
"NORTHERN HIGHLANDS REG. HIGH SCHOOL BOE","NORTHERN HIGHLANDS REG. HIGH SCHOOL BOE - PNEUMATICS MAINTENANCE","24-040524-289NJ","$7,986.00","Expired","07/01/2024","06/30/2025",,
"RWJ BARNABAS HEALTH, INC.","JCMC FAMILY HEALTH CENTER - MAINTENANCE","Work Order #3","$7,943.00","Active","01/01/2025","12/31/2025",,
"NORTHERN HIGHLANDS REG. H.S. (ESCNJ)","NORTHERN HIGHLANDS REGIONAL HIGH SCHOOL - MAINTENANCE","25-0417-289NJ","$7,898.00","Active","07/01/2025","06/30/2026","Atchisonj@northernhighlands.org",
"HUDSON COUNTY SCHOOLS OF TECH (ESCNJ)","HUDSON COUNTY TECH (EXPLORE MS)  - MAINTENANCE","23-042723-180NJ","$7,860.00","Expired","07/01/2023","06/30/2024",,"QUARTERLY"
"HUDSON COUNTY SCHOOLS OF TECH (ESCNJ)","HUDSON COUNTY TECH (EXPLORE MS)  - MAINTENANCE","24-0524-180NJ","$7,860.00","Expired","07/01/2024","06/30/2025",,"QUARTERLY"
"HUDSON COUNTY SCHOOLS OF TECH (ESCNJ)","HUDSON COUNTY TECH (EXPLORE MS)  - MAINTENANCE","25-0623-180NJ","$7,860.00","Active","07/01/2025","06/30/2026",,"QUARTERLY"
"HONEYWELL INC.","VALLEY STREAM UFSD - MAINTENANCE",,"$7,784.19","Expired","07/15/2024","10/31/2024",,
"DOBBS FERRY UFSD (ED-DATA)","DOBBS FERRY UFSD (ED-DATA) - MAINTENANCE","24-0207-505NY","$7,781.00","Expired","02/01/2024","06/30/2024",,
"OGDENSBURG BOARD OF EDUCATION","OGDENSBURG BOARD OF EDUCATION - MAINTENANCE","24-042324-289NJ","$7,770.00","Expired","07/01/2024","06/30/2025",,
"OGDENSBURG BOARD OF EDUCATION","OGDENSBURG BOARD OF EDUCATION - MAINTENANCE","25-121124-289NJ","$7,770.00","Active","07/01/2025","06/30/2026",,
"ROBERT TREAT HOTEL","ROBERT TREAT HOTEL - MAINTENANCE","24-111324-289NJ","$7,744.00","Active","12/01/2024","11/30/2025",,
"BELLEVILLE BOARD OF EDUCATION (ESCNJ)","BELLEVILLE BOARD OF EDUCATION (ESCNJ) - MAINTENANCE","23-030623-279NJ","$7,715.00","Expired","04/01/2023","03/31/2024","renato.peralta@bellevilleschools.org",
"BELLEVILLE BOARD OF EDUCATION (ESCNJ)","BELLEVILLE BOARD OF EDUCATION (ESCNJ) - MAINTENANCE","23-030623-279NJ","$7,715.00","Expired","04/01/2024","06/30/2024","renato.peralta@bellevilleschools.org",
"BELLEVILLE BOARD OF EDUCATION (ESCNJ)","BELLEVILLE BOARD OF EDUCATION (ESCNJ) - MAINTENANCE","24-0318-279NJ","$7,715.00","Expired","07/01/2024","06/30/2025","renato.peralta@bellevilleschools.org",
"GLEN RIDGE PUBLIC LIBRARY","Glen Ridge  Public Library Controls Contract - Maintenance","24-102023-240NJ-1Y-2","$7,630.00","Active","01/01/2024","12/31/2024","jbagdon@glenridgelibrary.org","CONTROLS CONTRACT"
"LAFAYETTE TOWNSHIP BOARD OF EDUCATION","LAFAYETTE TOWNSHIP BOARD OF EDUCATION - PNEUMATICS MAINTENANCE","24-0506-50NJ","$7,600.00","Active","06/01/2024","05/31/2025",,
"PENGUIN MAINTENANCE & SERVICE INC.","PEAK 6 - MAINTENANCE","23-071123-888NY","$7,596.00","Expired","08/01/2023","07/31/2024","jmessina@penguinac.com","Quarterly"
"PENGUIN MAINTENANCE & SERVICE INC.","PEAK 6 - MAINTENANCE","24-0524-888NY","$7,596.00","Active","08/01/2024","07/31/2025","jmessina@penguinac.com","Quarterly"
"WEST NEW YORK BOE (ESCNJ)","WNY EARLY CHILDHOOD CENTER (ECC) - MAINTENANCE","24-0524-ECCNJ","$7,553.80","Active","07/01/2024","06/30/2025","rsolares@wnyschools.net","Quarterly"
"BLOOMINGDALE BOARD OF EDUCATION","WALTER T. BERGEN MIDDLE SCHOOL - MAINTENANCE","22-082222-29NJ","$7,437.00","Expired","10/01/2022","06/30/2023",,
"WEST NEW YORK BOE (ESCNJ)","WNY WEST NY MIDDLE SCHOOL - MAINTENANCE","24-0524-MSNJ","$7,431.10","Active","07/01/2024","06/30/2025","rsolares@wnyschools.net","Quarterly
SMA
Unlimited Remote Support"
"HARDYSTON BOARD OF EDUCATION","HARDYSTON BOARD OF EDUCATION - PNEUMATICS MAINTENANCE","24-042324-289NJ","$7,400.00","Expired","07/01/2024","06/30/2025",,
"RMANJ MANAGEMENT","RMANJ MANAGEMENT - MAINTENANCE","24-1205-95NJ-2LE","$7,375.00","Expired","01/01/2025","12/31/2025",,
"PENGUIN MAINTENANCE & SERVICE INC.","PEAK 6 - MAINTENANCE","22-102722-888NY","$7,374.80","Expired","08/01/2022","07/31/2023","jmessina@penguinac.com","To be billed after PM is complete."
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #2 - MAINTENANCE","22-110322-PS2NJ","$7,364.00","Expired","11/01/2022","10/31/2023","rsolares@wnyschools.net",
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #3 - MAINTENANCE","22-110322-PS3NJ","$7,364.00","Expired","11/01/2022","10/31/2023","rsolares@wnyschools.net",
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #4 - MAINTENANCE","22-110322-PS4NJ","$7,364.00","Expired","11/01/2022","10/31/2023","rsolares@wnyschools.net",
"WEST NEW YORK BOE (ESCNJ)","WNY WEST NY MIDDLE SCHOOL - MAINTENANCE","22-110322-MSNJ","$7,364.00","Expired","11/01/2022","10/31/2023","rsolares@wnyschools.net",
"WEST NEW YORK BOE (ESCNJ)","WNY EARLY CHILDHOOD CENTER (ECC) - MAINTENANCE","23-063023-ECCNJ","$7,364.00","Expired","07/01/2023","06/30/2024","rsolares@wnyschools.net","Quarterly"
"WEST NEW YORK BOE (ESCNJ)","WNY HARRY L BAIN SCHOOL (HLB / PS # 6) - MAINTENANCE","23-063023-HLBNJ","$7,364.00","Expired","07/01/2023","06/30/2024","rsolares@wnyschools.net","Quarterly
SMA
Unlimited RS"
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #2 - MAINTENANCE","23-063023-PS2NJ","$7,364.00","Expired","07/01/2023","06/30/2024","rsolares@wnyschools.net",
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #3 - MAINTENANCE","23-063023-PS3NJ","$7,364.00","Expired","07/01/2023","06/30/2024","rsolares@wnyschools.net","Quarterly"
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #4 - MAINTENANCE","23-063023-PS4NJ","$7,364.00","Expired","07/01/2023","06/30/2024","rsolares@wnyschools.net","Quarterly
SMA
Unlimited RS"
"WEST NEW YORK BOE (ESCNJ)","WNY WEST NY MIDDLE SCHOOL - MAINTENANCE","23-063023-MSNJ","$7,364.00","Expired","07/01/2023","06/30/2024","rsolares@wnyschools.net","Quarterly
SMA
Unlimited Remote Support"
"WEST NEW YORK BOE (ESCNJ)","WNY PUBLIC SCHOOL #2 - MAINTENANCE","24-0524-PS2NJ","$7,364.00","Active","07/01/2024","06/30/2025","rsolares@wnyschools.net",
"HIGH POINT REGIONAL HIGH SCHOOL (ESCNJ)","HIGH POINT REGIONAL HIGH SCHOOL (ESCNJ) -  MAINTENANCE","25-0310-299NJ-1LE","$7,311.00","Active","07/01/2025","06/30/2026",,
"ECOSAVE AUTOMATION, LLC","ECOSAVE AUTOMATION, LLC - MAINTENANCE","25-0128-8353NY","$7,306.00","Active","02/01/2025","01/31/2026",,
"QUINN EMANUEL URQUHART & SULLIVAN, LLP","QUINN EMANUEL URQUHART & SULLIVAN, LLP -  MAINTENANCE","24-1219-295NJ-4LE","$7,306.00","Active","04/01/2025","03/31/2026",,
"ECOSAVE AUTOMATION, LLC","ECOSAVE AUTOMATION, LLC - MAINTENANCE","24-0207-8353NY","$7,139.00","Expired","02/01/2024","01/31/2025",,
"MORRIS SCHOOL DISTRICT (ESCNJ)","MORRIS SCHOOL DISTRICT (ESCNJ) - MAINTENANCE","24-1204-50NJ-1LE","$7,051.00","Active","01/01/2025","06/30/2025",,
"GLEN RIDGE PUBLIC LIBRARY","Glen Ridge  Public Library Controls Contract - Maintenance","23-120122-240NJ","$6,960.20","Expired","01/01/2023","12/31/2023","jbagdon@glenridgelibrary.org","CONTROLS CONTRACT"
"WMC ASSOCIATES","WMC ASSOCIATES - MAINTENANCE","25-0228-105NY","$6,950.00","Active","03/01/2025","02/28/2026",,
"MARGARITAVILLE HOTEL & RETAIL","MARGARITAVILLE HOTEL & RETAIL - MAINTENANCE","23-0507-207NY","$6,920.00","Active","09/01/2024","08/31/2025","jneuendorf@margaritavilleresortnyc.com","3 VISITS/YEAR"
"VISION PROPERTIES (350 & 360 Mt Kemble)","350 & 360 MT. KEMBLE - MAINTENANCE","24-0814-169NJ","$6,918.22","Active","11/01/2024","10/31/2025","taj.alexander@vision-properties.com",
"BTCT (STEINER RT 202)","BRIDGEWATER TOWN CENTRE - MAINTENANCE","23-010923-75NJ","$6,880.00","Expired","02/01/2023","01/31/2024","Sph@steinereq.net","10 Service Hours"
"SODEXO OPERATIONS, LLC","WOODBRIDGE FACILITY","22-040822-9801NJ","$6,800.00","Expired","05/03/2022","05/02/2023","tayler.chambers@sodexo.com",
"MARGARITAVILLE HOTEL & RETAIL","MARGARITAVILLE HOTEL & RETAIL - MAINTENANCE","23-040623-207NY","$6,765.00","Expired","06/01/2023","05/31/2024","jneuendorf@margaritavilleresortnyc.com","3 VISITS/YEAR"
"WEST NEW YORK BOE (ESCNJ)","WNY HARRY L BAIN SCHOOL (HLB / PS # 6) - MAINTENANCE","22-110322-HLBNJ","$6,720.00","Expired","11/01/2022","10/31/2023","rsolares@wnyschools.net",
"GAP INC.","GAP INC. - MAINTENANCE","25-111121-55NY-R2","$6,642.00","Active","01/01/2025","12/31/2025",,
"GAP INC.","OLD NAVY - MAINTENANCE","25-111121-55NY-R2","$6,642.00","Active","01/01/2025","12/31/2025",,
"CELLDEX THERAPEUTICS, INC.","CELLDEX THERAPEUTICS, INC. - MAINTENANCE","25-0219-53NJ","$6,617.00","Active","03/01/2025","02/28/2026",,
"STATE OF NJ REGIONAL MEDICAL EXAM","STATE OF NJ REGIONAL MEDICAL EXAM - MAINTENANCE","24-0703-325NJ","$6,586.33","Active","10/01/2024","09/30/2025","julia.acevedo@doh.nj.gov","Send vouchers with each billing"
"HARRISON TOWNSHIP BOE (ESCNJ)","HARRISON TOWNSHIP BOE (ESCNJ) - MAINTENANCE","25-0624-120NJ-3LE","$6,536.00","Active","07/01/2025","06/30/2026",,
"WALLKILL VALLEY RHS BOARD OF EDUCATION","WALLKILL VALLEY RHS BOARD OF EDUCATION -  MAINTENANCE","24-0506-50NJ","$6,500.00","Active","06/01/2024","05/31/2025",,
"STATE OF NJ REGIONAL MEDICAL EXAM","STATE OF NJ REGIONAL MEDICAL EXAM - MAINTENANCE","23-080323-325NJ","$6,489.00","Expired","10/01/2023","09/30/2024","julia.acevedo@doh.nj.gov","Send vouchers with each billing"
"NORTHERN HIGHLANDS REG. HIGH SCHOOL BOE","NORTHERN HIGHLANDS REG. HIGH SCHOOL BOE - PNEUMATICS MAINTENANCE","25-051525-289NJ","$6,475.00","Active","07/01/2025","06/30/2026",,
"PARADISE HARBOR CONDOMINIUM","PARADISE HARBOR CONDOMINIUM - MAINTENANCE","25-0213-117NY-1LE","$6,438.00","Active","03/01/2025","02/28/2026",,
"NORTHERN HIGHLANDS REG. H.S. (ESCNJ)","NORTHERN HIGHLANDS REGIONAL HIGH SCHOOL - MAINTENANCE","23-042523-289NJ","$6,387.40","Expired","07/01/2023","06/30/2024","Atchisonj@northernhighlands.org",
"NORTHERN HIGHLANDS REG. H.S. (ESCNJ)","NORTHERN HIGHLANDS REGIONAL HIGH SCHOOL - MAINTENANCE","23-042523-289NJ","$6,387.40","Expired","07/01/2024","06/30/2025","Atchisonj@northernhighlands.org",
"VISION PROPERTIES (350 & 360 Mt Kemble)","350 & 360 MT. KEMBLE - MAINTENANCE","23-062023-169NJ","$6,387.23","Expired","11/01/2023","10/31/2024","taj.alexander@vision-properties.com",
"STATE OF NJ REGIONAL MEDICAL EXAM","325 NORFOLK STREET - MAINTENANCE","22-082222-325NJ","$6,300.00","Expired","10/01/2022","09/30/2023","julia.acevedo@doh.nj.gov","Send vouchers with each billing"
"HUGHES ENVIRONMENTAL","608 5TH AVE - BASE BUILDING","22-122921-608M","$6,271.20","Expired","01/01/2022","12/31/2022","Rtiemers@hughesenveng.com",
"MARGARITAVILLE HOTEL & RETAIL","DREAM HOTEL","22-020322-LM1-R2","$6,264.00","Expired","05/01/2022","04/30/2023","jneuendorf@margaritavilleresortnyc.com",
"RWJ BARNABAS HEALTH, INC.","355 GRAND STREET - MAINTENANCE","Work Order #5","$6,252.00","Expired","01/01/2024","12/31/2024",,
"RWJ BARNABAS HEALTH, INC.","355 GRAND STREET - MAINTENANCE","Work Order #5","$6,252.00","Active","01/01/2025","12/31/2025",,
