simpro_customer_id,company_name,site_name,service_tier,site_address,bms_platform,contract_status,contract_number,contract_value,primary_contact,contact_phone,contact_email
98,"BRIGHTCORE ENERGY, LLC","BRIGHTCORE ENERGY, LLC",CORE,"80 BUSINESS PARK DRIVE #211, ARMONK, NY, 10504",Other,,,0,,,
33,AIR CONTROL MECHANICAL,AIR CONTROL MECHANICAL,CORE,"24A WORLDS FAIR DRIVE, SOMERSET, NJ, 8873",Other,,,0,,,
29,ADAMS & COMPANY,ADAMS & COMPANY,CORE,"411 FIFTH AVENUE, NEW YORK, NY, 10016",Other,active,25-0528-411NY-1LE,17600,,,
336,KITTATINNY REGIONAL HIGH SCHOOL (ESCNJ),KITTATINNY REGIONAL HIGH SCHOOL (ESCNJ),CORE,"77 HALSEY ROAD, NEWTON, NJ, 7860",Other,,,0,,,
342,LAKELAND REGIONAL HIGH SCHOOL (ESCNJ),LAKELAND REGIONAL HIGH SCHOOL (ESCNJ),CORE,"205 CONKLINTOWN ROAD, WANAQUE, NJ, 7465",Other,,,0,,,
876,"B&F ELECTRIC MOTORS, INC.","B&F ELECTRIC MOTORS, INC.",CORE,"d/b/a JOHNSTONE SUPPLY, FARMINGDALE, NY, 11735",Other,,,0,,,
80,BLOOMINGDALE BOARD OF EDUCATION,BLOOMINGDALE BOARD OF EDUCATION,CORE,"225 GLENWILD AVENUE, BLOOMINGDALE, NJ, 7403",Other,active,22-082222-29NJ,18330,,,
159,COUNTY OF PASSAIC PUBLIC BUILDINGS(ESCNJ),COUNTY OF PASSAIC PUBLIC BUILDINGS(ESCNJ),CORE,"151 EAST 11TH STREET, PATERSON, NJ, 7524",Other,,,0,,,
1001,AIR COMFORT LLC,AIR COMFORT LLC,CORE,,Other,,,0,,,
800,"DASHLANE USA, INC.","DASHLANE USA, INC.",CORE,"44 WEST 18TH STREET, 4TH FLOOR, NEW YORK, NY, 10011",Other,,,0,,,
179,DELAWARE VALLEY REGIONAL HIGH SCHOOL,DELAWARE VALLEY REGIONAL HIGH SCHOOL,CORE,"19 SENATOR STOUT ROAD, FRENCHTOWN, NJ, 8825",Other,,,0,,,
946,- A Test -,- A Test -,CORE,,Other,,,0,,,
1021,"HOLT, CAT.","HOLT, CAT.",CORE,"270 POWER DR, DOWNINGTOWN, PA, 19335",Other,,,0,,,
831,AIRTAC LLC,AIRTAC LLC,CORE,"300 Tice Boulevard Suite 170, Woodcliff Lake, NJ, 7677",Other,,,0,,,
205,EDISON HEATING&COOLING,EDISON HEATING&COOLING,CORE,"191 VINEYARD ROAD, EDISON, NJ, 8817",Other,,,0,,,
126,CENTRAL PRESBYTERIAN CHURCH,CENTRAL PRESBYTERIAN CHURCH,CORE,"70 MAPLE STREET, SUMMIT, NJ, 7901",Other,active,24-0206-70NY,4859,,,
225,EPIC SCHOOL,EPIC SCHOOL,CORE,"238 N. FAIRVIEW AVE., PARAMUS, NJ, 7652",Other,active; expired,23-102822-238NJ; 25-0129-238NJ,4821.54,,,wschmaltz@epicschool.org
770,CLEMENS FOOD GROUP,CLEMENS FOOD GROUP,CORE,"2700 CLEMENS ROAD, HATFIELD, PA, 19440",Other,,,0,,,
